Fecha,Hora,PORVL2N1
2018-04-14,08:02:09,1.38
2018-04-14,09:01:31,1.38
2018-04-14,10:01:31,1.39
2018-04-14,11:01:33,1.4
2018-04-14,12:01:33,1.41
2018-04-14,13:01:32,1.42
2018-04-14,14:01:33,1.42
2018-04-14,15:01:33,1.42
2018-04-14,16:01:32,1.42
2018-04-14,17:01:31,1.41
2018-04-14,18:01:31,1.41
2018-04-14,19:01:31,1.41
2018-04-14,20:01:32,1.4
2018-04-14,21:01:32,1.4
2018-04-14,22:01:33,1.4
2018-04-14,23:01:49,1.4
2018-04-15,00:01:31,1.4
2018-04-15,01:01:32,1.4
2018-04-15,02:01:31,1.4
2018-04-15,03:01:35,1.4
2018-04-15,04:01:31,1.4
2018-04-15,05:01:31,1.4
2018-04-15,06:01:33,1.4
2018-04-15,07:01:34,1.4
2018-04-15,08:01:36,1.41
2018-04-15,09:01:32,1.41
2018-04-15,10:01:31,1.42
2018-04-15,11:01:37,1.43
2018-04-15,12:01:32,1.43
2018-04-15,13:01:32,1.44
2018-04-15,14:01:32,1.44
2018-04-15,15:01:33,1.44
2018-04-15,16:01:36,1.44
2018-04-15,17:01:32,1.44
2018-04-15,18:01:32,1.43
2018-04-15,19:01:31,1.43
2018-04-15,20:01:32,1.43
2018-04-15,21:01:32,1.43
2018-04-15,22:01:34,1.42
2018-04-15,23:01:31,1.42
2018-04-16,00:02:11,1.42
2018-04-16,01:01:34,1.42
2018-04-16,02:01:31,1.42
2018-04-16,03:02:18,1.43
2018-04-16,04:01:39,1.41
2018-04-16,05:01:33,0.99
2018-04-16,06:01:33,0.99
2018-04-16,07:01:33,1.0
2018-04-16,08:02:05,1.02
2018-04-16,09:01:32,1.05
2018-04-16,09:29:00,1.03
2018-04-16,09:38:25,1.04
2018-04-16,10:01:32,1.06
2018-04-16,11:01:34,1.07
2018-04-16,12:01:31,1.08
2018-04-16,13:01:32,1.09
2018-04-16,14:01:33,1.1
2018-04-16,15:01:37,1.11
2018-04-16,16:01:33,1.12
2018-04-16,17:01:33,1.12
2018-04-16,18:01:38,1.13
2018-04-16,19:01:36,1.13
2018-04-16,20:01:32,1.14
2018-04-16,21:01:36,1.15
2018-04-16,22:01:43,1.15
2018-04-16,23:01:34,1.15
2018-04-17,00:01:34,1.16
2018-04-17,01:01:32,1.17
2018-04-17,02:01:33,1.17
2018-04-17,03:01:33,1.18
2018-04-17,04:01:31,1.18
2018-04-17,05:01:31,1.19
2018-04-17,06:01:33,1.19
2018-04-17,07:01:32,1.19
2018-04-17,08:01:32,1.2
2018-04-17,09:01:32,1.21
2018-04-17,10:01:33,1.22
2018-04-17,11:01:34,1.23
2018-04-17,12:01:32,1.24
2018-04-17,13:01:35,1.24
2018-04-17,14:01:31,1.25
2018-04-17,15:01:33,1.25
2018-04-17,16:01:32,1.25
2018-04-17,17:01:32,1.25
2018-04-17,18:01:33,1.24
2018-04-17,19:01:36,1.24
2018-04-17,20:01:38,1.24
2018-04-17,21:01:35,1.24
2018-04-17,22:01:32,1.24
2018-04-17,23:01:31,1.24
2018-04-18,00:01:31,1.24
2018-04-18,01:01:32,1.24
2018-04-18,02:01:32,1.24
2018-04-18,03:01:33,1.24
2018-04-18,04:01:34,1.24
2018-04-18,05:01:34,1.24
2018-04-18,06:01:34,1.25
2018-04-18,07:01:32,1.25
2018-04-18,08:01:36,1.25
2018-04-18,09:01:33,1.26
2018-04-18,10:01:35,1.26
2018-04-18,11:01:33,1.27
2018-04-18,12:01:33,1.27
2018-04-18,13:01:34,1.27
2018-04-18,14:01:37,1.27
2018-04-18,15:01:31,1.28
2018-04-18,16:01:32,1.28
2018-04-18,17:01:35,1.28
2018-04-18,18:01:32,1.27
2018-04-18,19:01:32,1.27
2018-04-18,20:01:32,1.26
2018-04-18,21:01:33,1.27
2018-04-18,22:01:33,1.27
2018-04-18,23:01:32,1.27
2018-04-19,00:01:31,1.27
2018-04-19,01:01:32,1.27
2018-04-19,02:01:35,1.27
2018-04-19,03:01:33,1.27
2018-04-19,04:01:33,1.27
2018-04-19,05:01:32,1.27
2018-04-19,06:01:32,1.28
2018-04-19,07:01:31,1.28
2018-04-19,08:01:32,1.28
2018-04-19,09:01:33,1.28
2018-04-19,10:01:35,1.29
2018-04-19,11:01:34,1.29
2018-04-19,12:01:34,1.3
2018-04-19,13:01:32,1.3
2018-04-19,14:01:33,1.3
2018-04-19,15:01:35,1.3
2018-04-19,16:01:35,1.3
2018-04-19,17:01:32,1.3
2018-04-19,18:01:33,1.3
2018-04-19,19:01:34,1.3
2018-04-19,20:01:35,1.29
2018-04-19,21:02:13,1.29
2018-04-19,22:01:37,1.29
2018-04-19,23:01:32,1.29
2018-04-20,00:01:32,1.29
2018-04-20,01:01:35,1.3
2018-04-20,02:01:32,1.3
2018-04-20,03:01:32,1.3
2018-04-20,04:01:33,1.29
2018-04-20,05:01:34,1.29
2018-04-20,06:01:35,1.3
2018-04-20,07:01:32,1.3
2018-04-20,08:01:33,1.3
2018-04-20,09:01:35,1.3
2018-04-20,10:01:33,1.31
2018-04-20,11:01:36,1.31
2018-04-20,12:01:33,1.31
2018-04-20,13:01:34,1.32
2018-04-20,14:01:35,1.31
2018-04-20,15:01:32,1.31
2018-04-20,16:01:33,1.31
2018-04-20,17:01:32,1.31
2018-04-20,18:01:33,1.31
2018-04-20,19:01:33,1.31
2018-04-20,20:01:34,1.31
2018-04-20,21:01:34,1.31
2018-04-20,22:01:34,1.3
2018-04-20,23:01:32,1.3
2018-04-21,00:01:34,1.31
2018-04-21,01:01:31,1.31
2018-04-21,02:01:32,1.31
2018-04-21,03:01:32,1.31
2018-04-21,04:01:32,1.3
2018-04-21,05:01:33,1.3
2018-04-21,06:01:48,1.3
2018-04-21,07:01:34,1.31
2018-04-21,08:01:32,1.31
2018-04-21,09:01:32,1.31
2018-04-21,10:01:32,1.31
2018-04-21,11:01:33,1.31
2018-04-21,12:01:33,1.31
2018-04-21,13:01:34,1.32
2018-04-21,14:01:37,1.33
2018-04-21,15:01:34,1.33
2018-04-21,16:02:10,1.33
2018-04-21,17:01:32,1.33
2018-04-21,18:01:32,1.32
2018-04-21,19:01:35,1.31
2018-04-21,20:01:34,1.31
2018-04-21,21:01:33,1.32
2018-04-21,22:01:34,1.32
2018-04-21,23:01:33,1.31
2018-04-22,00:01:34,1.31
2018-04-22,01:01:32,1.3
2018-04-22,02:01:32,1.3
2018-04-22,03:01:32,1.31
2018-04-22,04:01:32,1.32
2018-04-22,05:01:32,1.32
2018-04-22,06:01:33,1.31
2018-04-22,07:01:34,1.31
2018-04-22,08:01:36,1.31
2018-04-22,09:01:36,1.32
2018-04-22,10:01:35,1.33
2018-04-22,11:01:33,1.33
2018-04-22,12:01:32,1.33
2018-04-22,13:01:33,1.32
2018-04-22,14:01:53,1.32
2018-04-22,15:01:34,1.32
2018-04-22,16:01:37,1.33
2018-04-22,17:01:35,1.31
2018-04-22,18:02:12,1.11
2018-04-22,19:01:32,1.1
2018-04-22,20:01:33,1.09
2018-04-22,21:01:37,1.08
2018-04-22,22:02:12,1.07
2018-04-22,23:01:34,1.07
2018-04-23,00:01:34,1.07
2018-04-23,01:01:34,1.08
2018-04-23,02:01:32,1.08
2018-04-23,03:01:32,1.08
2018-04-23,04:01:31,1.08
2018-04-23,05:01:32,1.09
2018-04-23,06:01:33,1.09
2018-04-23,07:01:34,1.09
2018-04-23,08:01:34,1.1
2018-04-23,09:01:37,1.1
2018-04-23,10:01:33,1.11
2018-04-23,11:01:33,1.12
2018-04-23,12:01:34,1.12
2018-04-23,13:01:38,1.13
2018-04-23,14:01:34,1.13
2018-04-23,15:01:35,1.14
2018-04-23,16:01:36,1.14
2018-04-23,17:01:36,1.14
2018-04-23,18:01:37,1.14
2018-04-23,19:01:33,1.14
2018-04-23,20:01:36,1.15
2018-04-23,21:01:34,1.15
2018-04-23,22:01:34,1.15
2018-04-23,23:01:34,1.15
2018-04-24,00:01:33,1.15
2018-04-24,01:01:33,1.15
2018-04-24,02:01:33,1.16
2018-04-24,03:01:34,1.16
2018-04-24,04:01:34,1.16
2018-04-24,05:01:32,1.16
2018-04-24,06:01:36,1.16
2018-04-24,07:01:34,1.16
2018-04-24,08:01:35,1.16
2018-04-24,09:01:35,1.17
2018-04-24,10:01:32,1.17
2018-04-24,11:01:33,1.17
2018-04-24,12:01:32,1.17
2018-04-24,13:01:32,1.17
2018-04-24,14:01:34,1.17
2018-04-24,15:01:33,1.18
2018-04-24,16:01:34,1.19
2018-04-24,17:01:36,1.19
2018-04-24,18:02:32,1.18
2018-04-24,19:01:33,1.19
2018-04-24,20:01:37,1.19
2018-04-24,21:01:32,1.2
2018-04-24,22:01:33,1.2
2018-04-24,23:01:33,1.2
2018-04-25,00:01:34,1.21
2018-04-25,01:01:34,1.21
2018-04-25,02:01:34,1.21
2018-04-25,03:01:36,1.22
2018-04-25,04:01:33,1.22
2018-04-25,05:01:33,1.21
2018-04-25,06:01:33,1.21
2018-04-25,07:01:33,1.21
2018-04-25,08:01:41,1.2
2018-04-25,09:01:34,1.2
2018-04-25,10:01:35,1.2
2018-04-25,11:01:35,1.19
2018-04-25,12:01:37,1.2
2018-04-25,13:01:34,1.19
2018-04-25,14:01:34,1.19
2018-04-25,15:01:33,1.18
2018-04-25,16:01:36,1.18
2018-04-25,17:01:37,1.17
2018-04-25,18:01:35,1.17
2018-04-25,19:01:35,1.17
2018-04-25,20:01:36,1.17
2018-04-25,21:01:34,1.17
2018-04-25,22:01:34,1.18
2018-04-25,23:01:33,1.17
2018-04-26,00:01:37,1.16
2018-04-26,01:01:34,1.06
2018-04-26,02:01:33,1.04
2018-04-26,03:01:35,1.03
2018-04-26,04:01:34,1.02
2018-04-26,05:01:35,1.0
2018-04-26,06:01:34,0.99
2018-04-26,07:01:34,0.98
2018-04-26,08:01:33,0.98
2018-04-26,09:01:34,0.97
2018-04-26,10:01:35,0.98
2018-04-26,11:01:34,0.98
2018-04-26,12:01:36,0.98
2018-04-26,13:01:36,0.99
2018-04-26,14:01:36,0.99
2018-04-26,15:01:34,0.99
2018-04-26,16:01:37,0.99
2018-04-26,17:01:34,0.99
2018-04-26,18:03:31,0.99
2018-04-26,19:01:34,0.25
2018-04-26,20:01:36,0.26
2018-04-26,21:01:37,0.28
2018-04-26,22:01:35,0.3
2018-04-26,23:01:34,0.31
2018-04-27,00:01:35,0.32
2018-04-27,01:02:03,0.34
2018-04-27,02:01:33,0.36
2018-04-27,03:01:32,0.43
2018-04-27,04:01:33,0.49
2018-04-27,05:01:34,0.56
2018-04-27,06:01:34,0.63
2018-04-27,07:01:35,0.64
2018-04-27,08:01:36,0.65
2018-04-27,09:01:36,0.66
2018-04-27,10:01:37,0.68
2018-04-27,11:01:35,0.7
2018-04-27,12:01:34,0.71
2018-04-27,13:01:35,0.73
2018-04-27,14:01:34,0.75
2018-04-27,15:01:35,0.76
2018-04-27,16:01:35,0.78
2018-04-27,17:01:36,0.79
2018-04-27,18:01:37,0.8
2018-04-27,19:01:34,0.81
2018-04-27,20:01:36,0.82
2018-04-27,21:01:34,0.84
2018-04-27,22:01:48,0.85
2018-04-27,23:01:34,0.86
2018-04-28,00:01:35,0.87
2018-04-28,01:01:35,0.88
2018-04-28,02:01:35,0.88
2018-04-28,03:01:34,0.89
2018-04-28,04:01:34,0.9
2018-04-28,05:01:33,0.91
2018-04-28,06:02:04,0.91
2018-04-28,07:01:35,0.92
2018-04-28,08:02:06,0.93
2018-04-28,09:01:35,0.94
2018-04-28,10:01:35,0.95
2018-04-28,11:01:33,0.96
2018-04-28,12:01:34,0.97
2018-04-28,13:01:34,0.97
2018-04-28,14:01:34,0.98
2018-04-28,15:01:35,0.98
2018-04-28,16:01:37,0.99
2018-04-28,17:01:35,0.99
2018-04-28,18:01:35,0.99
2018-04-28,19:01:36,0.99
2018-04-28,20:01:34,1.0
2018-04-28,21:01:34,1.0
2018-04-28,22:01:35,1.0
2018-04-28,23:01:34,1.01
2018-04-29,00:01:34,1.01
2018-04-29,01:01:34,1.01
2018-04-29,02:01:35,1.02
2018-04-29,03:01:35,1.02
2018-04-29,04:01:35,1.02
2018-04-29,05:01:33,1.02
2018-04-29,06:01:34,1.03
2018-04-29,07:01:34,1.03
2018-04-29,08:01:37,1.04
2018-04-29,09:01:35,1.04
2018-04-29,10:01:39,1.05
2018-04-29,11:02:14,1.06
2018-04-29,12:01:36,1.06
2018-04-29,13:02:18,1.06
2018-04-29,14:01:35,1.07
2018-04-29,15:01:34,1.07
2018-04-29,16:01:34,1.07
2018-04-29,17:01:34,1.07
2018-04-29,18:01:35,1.07
2018-04-29,19:01:35,1.07
2018-04-29,20:01:35,1.07
2018-04-29,21:01:36,0.92
2018-04-29,22:01:34,0.91
2018-04-29,23:01:34,0.9
2018-04-30,00:01:34,0.9
2018-04-30,01:01:34,0.9
2018-04-30,02:01:34,0.9
2018-04-30,03:01:34,0.9
2018-04-30,04:01:36,0.88
2018-04-30,05:01:36,0.87
2018-04-30,06:01:36,0.85
2018-04-30,07:01:35,0.85
2018-04-30,08:01:34,0.85
2018-04-30,09:01:34,0.85
2018-04-30,10:01:35,0.87
2018-04-30,11:01:35,0.88
2018-04-30,12:01:39,0.87
2018-04-30,13:01:36,0.47
2018-04-30,14:01:35,0.49
2018-04-30,15:01:38,0.59
2018-04-30,16:01:34,0.6
2018-04-30,17:01:35,0.62
2018-04-30,18:01:35,0.64
2018-04-30,19:01:36,0.66
2018-04-30,20:01:36,0.68
2018-04-30,21:01:36,0.7
2018-04-30,22:01:37,0.71
2018-04-30,23:01:37,0.7
2018-05-01,00:01:35,0.7
2018-05-01,01:01:34,0.71
2018-05-01,02:01:34,0.71
2018-05-01,03:01:35,0.72
2018-05-01,04:01:37,0.5
2018-05-01,05:01:35,0.49
2018-05-01,06:01:37,0.49
2018-05-01,07:01:38,0.49
2018-05-01,08:01:35,0.49
2018-05-01,09:01:41,0.49
2018-05-01,10:01:37,0.49
2018-05-01,11:01:38,0.5
2018-05-01,12:01:35,0.59
2018-05-01,13:02:15,0.6
2018-05-01,14:01:36,0.62
2018-05-01,15:01:38,0.63
2018-05-01,16:01:41,0.65
2018-05-01,17:01:34,0.66
2018-05-01,18:01:34,0.68
2018-05-01,19:02:11,0.69
2018-05-01,20:01:37,0.7
2018-05-01,21:01:35,0.71
2018-05-01,22:01:35,0.72
2018-05-01,23:01:34,0.73
2018-05-02,00:01:34,0.74
2018-05-02,01:01:35,0.75
2018-05-02,02:01:35,0.76
2018-05-02,03:01:35,0.77
2018-05-02,04:01:36,0.77
2018-05-02,05:01:34,0.78
2018-05-02,06:01:36,0.79
2018-05-02,07:01:34,0.79
2018-05-02,08:01:35,0.8
2018-05-02,09:01:37,0.81
2018-05-02,10:01:35,0.82
2018-05-02,11:01:37,0.82
2018-05-02,12:01:36,0.83
2018-05-02,13:01:40,0.83
2018-05-02,14:01:34,0.84
2018-05-02,15:01:38,0.84
2018-05-02,16:01:34,0.85
2018-05-02,17:01:35,0.85
2018-05-02,18:01:35,0.85
2018-05-02,19:01:36,0.86
2018-05-02,20:01:37,0.86
2018-05-02,21:01:36,0.86
2018-05-02,22:01:36,0.87
2018-05-02,23:01:35,0.87
2018-05-03,00:01:36,0.88
2018-05-03,01:01:36,0.88
2018-05-03,02:01:36,0.89
2018-05-03,03:01:38,0.89
2018-05-03,04:01:35,0.89
2018-05-03,05:01:34,0.9
2018-05-03,06:01:35,0.9
2018-05-03,07:01:35,0.17
2018-05-03,08:03:30,0.18
2018-05-03,09:02:37,0.22
2018-05-03,10:02:15,0.25
2018-05-03,11:01:40,0.29
2018-05-03,12:01:40,0.33
2018-05-03,13:01:40,0.37
2018-05-03,14:01:40,0.4
2018-05-03,15:01:35,0.41
2018-05-03,16:01:36,0.42
2018-05-03,17:01:36,0.44
2018-05-03,18:01:39,0.46
2018-05-03,19:01:36,0.56
2018-05-03,20:01:37,0.57
2018-05-03,21:01:38,0.59
2018-05-03,22:01:35,0.6
2018-05-03,23:01:37,0.62
2018-05-04,00:01:52,0.64
2018-05-04,01:01:35,0.65
2018-05-04,02:01:34,0.66
2018-05-04,03:01:36,0.68
2018-05-04,04:02:05,0.69
2018-05-04,05:01:35,0.7
2018-05-04,06:01:35,0.71
2018-05-04,07:01:36,0.72
2018-05-04,08:01:36,0.73
2018-05-04,09:01:37,0.74
2018-05-04,10:01:39,0.75
2018-05-04,11:01:36,0.76
2018-05-04,12:01:34,0.77
2018-05-04,13:01:35,0.78
2018-05-04,14:01:36,0.78
2018-05-04,15:01:36,0.79
2018-05-04,16:01:36,0.8
2018-05-04,17:01:36,0.8
2018-05-04,18:01:37,0.81
2018-05-04,19:01:35,0.81
2018-05-04,20:01:36,0.82
2018-05-04,21:01:36,0.82
2018-05-04,22:01:36,0.83
2018-05-04,23:01:36,0.83
2018-05-05,00:01:36,0.84
2018-05-05,01:01:34,0.84
2018-05-05,02:01:35,0.85
2018-05-05,03:01:35,0.85
2018-05-05,04:01:36,0.85
2018-05-05,05:01:36,0.86
2018-05-05,06:01:37,0.86
2018-05-05,07:01:38,0.87
2018-05-05,08:01:38,0.88
2018-05-05,09:01:36,0.88
2018-05-05,10:01:36,0.89
2018-05-05,11:01:36,0.9
2018-05-05,12:01:36,0.9
2018-05-05,13:01:40,0.9
2018-05-05,14:01:37,0.89
2018-05-05,15:01:41,0.89
2018-05-05,16:01:39,0.88
2018-05-05,17:01:36,0.88
2018-05-05,18:01:37,0.87
2018-05-05,19:01:36,0.87
2018-05-05,20:01:36,0.87
2018-05-05,21:01:40,0.88
2018-05-05,22:01:38,0.88
2018-05-05,23:01:37,0.88
2018-05-06,00:01:38,0.89
2018-05-06,01:01:39,0.89
2018-05-06,02:02:52,0.89
2018-05-06,03:01:38,0.89
2018-05-06,04:01:35,0.89
2018-05-06,05:01:35,0.9
2018-05-06,06:01:36,0.9
2018-05-06,07:01:38,0.9
2018-05-06,08:01:37,0.91
2018-05-06,09:01:37,0.91
2018-05-06,10:01:44,0.92
2018-05-06,11:01:37,0.93
2018-05-06,12:01:38,0.93
2018-05-06,13:01:36,0.93
2018-05-06,14:01:43,0.94
2018-05-06,15:01:35,0.94
2018-05-06,16:01:36,0.94
2018-05-06,17:01:37,0.94
2018-05-06,18:01:37,0.94
2018-05-06,19:01:37,0.94
2018-05-06,20:01:38,0.94
2018-05-06,21:01:38,0.94
2018-05-06,22:01:37,0.94
2018-05-06,23:01:35,0.94
2018-05-07,00:01:36,0.94
2018-05-07,01:01:35,0.94
2018-05-07,02:01:36,0.94
2018-05-07,03:01:37,0.48
2018-05-07,04:01:38,0.47
2018-05-07,05:01:40,0.47
2018-05-07,06:01:35,0.48
2018-05-07,07:01:36,0.5
2018-05-07,08:01:35,0.61
2018-05-07,09:01:36,0.62
2018-05-07,10:01:36,0.63
2018-05-07,11:01:36,0.65
2018-05-07,12:01:38,0.67
2018-05-07,13:01:37,0.68
2018-05-07,14:01:45,0.69
2018-05-07,15:01:40,0.71
2018-05-07,16:01:36,0.72
2018-05-07,17:01:35,0.72
2018-05-07,18:01:36,0.73
2018-05-07,19:01:36,0.74
2018-05-07,20:01:39,0.75
2018-05-07,21:01:37,0.76
2018-05-07,22:01:38,0.13
2018-05-07,23:01:38,0.15
2018-05-08,00:01:35,0.19
2018-05-08,01:01:36,0.24
2018-05-08,02:01:35,0.28
2018-05-08,03:01:36,0.32
2018-05-08,04:01:36,0.36
2018-05-08,05:01:38,0.4
2018-05-08,06:02:16,0.44
2018-05-08,07:01:38,0.48
2018-05-08,08:01:36,0.5
2018-05-08,09:01:36,0.52
2018-05-08,10:01:35,0.54
2018-05-08,11:01:40,0.56
2018-05-08,12:01:36,0.59
2018-05-08,13:01:41,0.61
2018-05-08,14:01:37,0.63
2018-05-08,15:01:40,0.65
2018-05-08,16:01:38,0.66
2018-05-08,17:01:36,0.67
2018-05-08,18:01:37,0.68
2018-05-08,19:01:35,0.69
2018-05-08,20:01:37,0.71
2018-05-08,21:01:37,0.72
2018-05-08,22:01:38,0.72
2018-05-08,23:01:38,0.73
2018-05-09,00:01:40,0.74
2018-05-09,01:01:38,0.74
2018-05-09,02:01:37,0.75
2018-05-09,03:01:36,0.76
2018-05-09,04:01:36,0.76
2018-05-09,05:01:36,0.77
2018-05-09,06:01:37,0.77
2018-05-09,07:01:38,0.78
2018-05-09,08:01:37,0.79
2018-05-09,09:01:38,0.79
2018-05-09,10:01:35,0.8
2018-05-09,11:01:37,0.81
2018-05-09,12:01:36,0.81
2018-05-09,13:01:40,0.8
2018-05-09,14:01:37,0.68
2018-05-09,15:01:38,0.68
2018-05-09,16:01:38,0.69
2018-05-09,17:01:38,0.69
2018-05-09,18:01:39,0.7
2018-05-09,19:01:37,0.7
2018-05-09,20:01:43,0.71
2018-05-09,21:01:36,0.72
2018-05-09,22:01:39,0.73
2018-05-09,23:01:37,0.73
2018-05-10,00:01:38,0.74
2018-05-10,01:01:37,0.74
2018-05-10,02:01:38,0.75
2018-05-10,03:01:39,0.75
2018-05-10,04:01:36,0.76
2018-05-10,05:01:36,0.76
2018-05-10,06:01:37,0.76
2018-05-10,07:01:38,0.77
2018-05-10,08:01:40,0.78
2018-05-10,09:01:41,0.78
2018-05-10,10:01:40,0.79
2018-05-10,11:01:39,0.8
2018-05-10,12:01:37,0.8
2018-05-10,13:01:38,0.81
2018-05-10,14:01:36,0.81
2018-05-10,15:01:37,0.82
2018-05-10,16:01:38,0.82
2018-05-10,17:01:38,0.83
2018-05-10,18:01:43,0.83
2018-05-10,19:01:40,0.2
2018-05-10,20:01:39,0.22
2018-05-10,21:01:37,0.28
2018-05-10,22:01:38,0.34
2018-05-10,23:01:42,0.4
2018-05-11,00:01:42,0.46
2018-05-11,01:01:42,0.5
2018-05-11,02:02:18,0.52
2018-05-11,03:02:18,0.53
2018-05-11,04:02:18,0.57
2018-05-11,05:02:19,0.61
2018-05-11,06:02:19,0.5
2018-05-11,07:02:19,0.5
2018-05-11,08:02:41,0.5
2018-05-11,09:02:41,0.5
2018-05-11,10:01:40,0.6
2018-05-11,11:01:40,0.7
2018-05-11,12:01:38,0.71
2018-05-11,13:01:38,0.71
2018-05-11,14:01:38,0.71
2018-05-11,15:01:39,0.72
2018-05-11,16:01:39,0.72
2018-05-11,17:01:37,0.72
2018-05-11,18:01:38,0.73
2018-05-11,19:01:36,0.73
2018-05-11,20:01:40,0.74
2018-05-11,21:01:37,0.74
2018-05-11,22:01:40,0.75
2018-05-11,23:02:24,0.75
2018-05-12,00:01:38,0.76
2018-05-12,01:01:38,0.76
2018-05-12,02:01:37,0.76
2018-05-12,03:01:37,0.77
2018-05-12,04:01:37,0.77
2018-05-12,05:01:37,0.77
2018-05-12,06:01:38,0.77
2018-05-12,07:01:38,0.78
2018-05-12,08:01:36,0.79
2018-05-12,09:01:37,0.8
2018-05-12,10:01:36,0.8
2018-05-12,11:01:37,0.81
2018-05-12,12:01:37,0.81
2018-05-12,13:01:37,0.82
2018-05-12,14:01:38,0.82
2018-05-12,15:01:38,0.83
2018-05-12,16:01:38,0.83
2018-05-12,17:01:37,0.84
2018-05-12,18:01:37,0.84
2018-05-12,19:01:36,0.84
2018-05-12,20:01:37,0.84
2018-05-12,21:01:38,0.85
2018-05-12,22:01:37,0.85
2018-05-12,23:01:38,0.85
2018-05-13,00:01:41,0.85
2018-05-13,01:01:41,0.85
2018-05-13,02:01:36,0.85
2018-05-13,03:01:37,0.85
2018-05-13,04:01:36,0.86
2018-05-13,05:01:36,0.86
2018-05-13,06:01:38,0.86
2018-05-13,07:01:38,0.86
2018-05-13,08:01:39,0.87
2018-05-13,09:02:17,0.87
2018-05-13,10:02:06,0.88
2018-05-13,11:01:37,0.88
2018-05-13,12:01:37,0.89
2018-05-13,13:01:37,0.89
2018-05-13,14:01:38,0.89
2018-05-13,15:01:37,0.89
2018-05-13,16:01:48,0.89
2018-05-13,17:01:38,0.9
2018-05-13,18:01:44,0.9
2018-05-13,19:01:37,0.9
2018-05-13,20:01:37,0.9
2018-05-13,21:01:36,0.9
2018-05-13,22:01:37,0.9
2018-05-13,23:01:37,0.9
2018-05-14,00:01:38,0.91
2018-05-14,01:01:38,0.91
2018-05-14,02:01:39,0.91
2018-05-14,03:01:39,0.91
2018-05-14,04:01:37,0.91
2018-05-14,05:01:37,0.91
2018-05-14,06:01:37,0.92
2018-05-14,07:01:37,0.92
2018-05-14,08:01:38,0.92
2018-05-14,09:01:38,0.93
2018-05-14,10:01:39,0.93
2018-05-14,11:01:39,0.94
2018-05-14,12:01:38,0.94
2018-05-14,13:01:38,0.94
2018-05-14,14:01:38,0.94
2018-05-14,15:01:38,0.95
2018-05-14,16:01:38,0.93
2018-05-14,17:01:39,0.92
2018-05-14,18:01:38,0.9
2018-05-14,19:01:40,0.88
2018-05-14,20:01:40,0.87
2018-05-14,21:01:42,0.85
2018-05-14,22:01:41,0.84
2018-05-14,23:01:39,0.83
2018-05-15,00:01:37,0.83
2018-05-15,01:01:38,0.83
2018-05-15,02:01:38,0.82
2018-05-15,03:01:38,0.82
2018-05-15,04:01:38,0.82
2018-05-15,05:01:39,0.82
2018-05-15,06:01:38,0.83
2018-05-15,07:01:38,0.83
2018-05-15,08:01:37,0.84
2018-05-15,09:01:38,0.84
2018-05-15,10:01:41,0.85
2018-05-15,11:01:38,0.86
2018-05-15,12:01:38,0.86
2018-05-15,13:01:38,0.87
2018-05-15,14:01:38,0.87
2018-05-15,15:01:37,0.87
2018-05-15,16:01:38,0.87
2018-05-15,17:01:37,0.88
2018-05-15,18:01:39,0.88
2018-05-15,19:01:43,0.88
2018-05-15,20:01:38,0.88
2018-05-15,21:01:38,0.88
2018-05-15,22:01:41,0.88
2018-05-15,23:01:38,0.88
2018-05-16,00:01:38,0.89
2018-05-16,01:01:38,0.89
2018-05-16,02:01:38,0.89
2018-05-16,03:01:38,0.89
2018-05-16,04:01:38,0.89
2018-05-16,05:01:39,0.89
2018-05-16,06:01:40,0.89
2018-05-16,07:01:38,0.9
2018-05-16,08:01:38,0.9
2018-05-16,09:01:38,0.9
2018-05-16,10:01:38,0.91
2018-05-16,11:01:39,0.91
2018-05-16,12:01:38,0.92
2018-05-16,13:01:40,0.92
2018-05-16,14:01:43,0.92
2018-05-16,15:01:38,0.92
2018-05-16,16:01:50,0.92
2018-05-16,17:01:50,0.92
2018-05-16,18:01:50,0.92
2018-05-16,19:01:38,0.92
2018-05-16,20:01:38,0.92
2018-05-16,21:01:38,0.92
2018-05-16,22:01:38,0.93
2018-05-16,23:01:43,0.93
2018-05-17,00:01:38,0.93
2018-05-17,01:01:39,0.93
2018-05-17,02:01:39,0.93
2018-05-17,03:01:40,0.93
2018-05-17,04:01:37,0.93
2018-05-17,05:01:38,0.93
2018-05-17,06:01:37,0.94
2018-05-17,07:01:39,0.94
2018-05-17,08:01:39,0.94
2018-05-17,09:01:39,0.95
2018-05-17,10:01:40,0.95
2018-05-17,11:01:43,0.96
2018-05-17,12:01:38,0.96
2018-05-17,13:02:08,0.96
2018-05-17,14:01:38,0.97
2018-05-17,15:01:38,0.97
2018-05-17,16:01:41,0.97
2018-05-17,17:01:39,0.97
2018-05-17,18:01:40,0.96
2018-05-17,19:01:40,0.96
2018-05-17,20:01:40,0.96
2018-05-17,21:01:38,0.96
2018-05-17,22:01:38,0.96
2018-05-17,23:01:38,0.96
2018-05-18,00:01:38,0.97
2018-05-18,01:01:38,0.97
2018-05-18,02:01:39,0.97
2018-05-18,03:01:39,0.97
2018-05-18,04:01:38,0.97
2018-05-18,05:01:38,0.97
2018-05-18,06:01:39,0.97
2018-05-18,07:01:40,0.97
2018-05-18,08:01:40,0.97
2018-05-18,09:01:39,0.98
2018-05-18,10:01:40,0.98
2018-05-18,11:01:40,0.98
